発表日（初出）	解ける問題	論文	対象サイズ	見積もりの種類	実験実施	論理量子ビット(q)	物理量子ビット(q)	Toffoli数	Tゲート数	Cliffordゲート数	その他論理ゲート数	深さ/サイクル(count)	実行時間(s)	時空間体積(qubit-days)	デバイス	誤り訂正符号	物理量子ビット種	物理エラー率(fraction)	code distance	cycle/測定時間(s)	reaction time(s)	shot/run(count)	retry risk(fraction)	論理エラー率推定(fraction)	論理エラー率推定根拠	通信・その他仮定	数値根拠	備考	古典計算時間(s)	古典/量子時間比	古典計算仮定	古典計算根拠
2019-05-23	有限体離散対数	[Gidney and Ekera 2021 Table 4](https://arxiv.org/pdf/1905.09749#page=18)	safe-prime short DLP, n=8192	surface code物理実装込み / code distance option 1	0	NA	1.1e8	NA	NA	NA	NA	NA	2.988e4	4e7	superconducting qubit platform / planar nearest-neighbor connectivity	planar surface code	superconducting qubits	1e-3	1.7e1	1e-6	1e-5	NA	5e-2	NA	NA	z=200; δoff=3; cmul=4; cexp=5; csep=1024; large-scale superconducting qubit platforms with nearest-neighbor connectivity	物理量子ビット種: [large-scale superconducting qubit platforms with nearest neighbor connectivity](https://arxiv.org/pdf/1905.09749#page=2)	3nd = 6z row。	NA	NA	NA	NA
2019-05-23	有限体離散対数	[Gidney and Ekera 2021 Table 4](https://arxiv.org/pdf/1905.09749#page=18)	safe-prime short DLP, n=8192	surface code物理実装込み / code distance option 2	0	NA	1.1e8	NA	NA	NA	NA	NA	2.988e4	4e7	superconducting qubit platform / planar nearest-neighbor connectivity	planar surface code	superconducting qubits	1e-3	3.1e1	1e-6	1e-5	NA	5e-2	NA	NA	z=200; δoff=3; cmul=4; cexp=5; csep=1024; large-scale superconducting qubit platforms with nearest-neighbor connectivity	物理量子ビット種: [large-scale superconducting qubit platforms with nearest neighbor connectivity](https://arxiv.org/pdf/1905.09749#page=2)	3nd = 6z row。	NA	NA	NA	NA
2019-10-23	その他 / ランダム量子回路サンプリング	[Arute et al. 2019](https://arxiv.org/pdf/1910.11333#page=41)	53 qubits, 20 cycles, 1e6 samples	Sycamore RCS experiment / no error correction	1	53	53	NA	NA	NA	NA	2e1	2e2	1.23e-1	Sycamore superconducting processor	NA	transmon superconducting qubits	6.2e-3	NA	NA	NA	1e6	NA	NA	NA	no error correction; random quantum circuit sampling; XEB benchmark; physical qubits treated as logical qubits	論理量子ビット=物理量子ビット: [53-qubit 20-cycle circuits](https://arxiv.org/pdf/1910.11333#page=41); 実行時間: [200 s required to acquire 1M samples](https://arxiv.org/pdf/1910.11333#page=60); 古典時間: [Liu et al. 2021, Sycamore sampling in 304 seconds](https://arxiv.org/pdf/2110.14502#page=17); 物理エラー率: [Table II mean simultaneous 2Q XEB e2 = 0.62%](https://arxiv.org/pdf/1910.11333#page=22)	誤り訂正なしの量子超越性実験。論理量子ビット数は物理量子ビット数と同一として扱う。Toffoli/T/Clifford総数は論文の主要リソース指標ではないためNA。古典計算時間は、Google元論文の10000年見積もりではなく、後続のSunway/Gordon Bell Prize workによる反論的な古典シミュレーション時間を採用。 物理エラー率は、誤り訂正なし実験の代表的な物理ゲートエラーとして論文記載の同時2量子ビットゲートPauli/XEBエラーを採用。	3.04e2	1.52	Sunway tensor-network simulation; 41,932,800 Sunway cores; mixed precision; strict quantum-supremacy comparison configuration for Google Sycamore sampling	古典計算根拠: [sampling task within 304 seconds](https://arxiv.org/pdf/2110.14502#page=17)
2020-07-28	量子化学 / FeMoco・触媒構造エネルギー推定	[von Burg et al. 2020 Table II](https://arxiv.org/pdf/2007.14460#page=14)	FeMoco N=54	Qubitization H [Berry et al.]	0	5.1e3	NA	2.3e11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	incoherent truncation threshold 1 mHartree; no specific physical qubit modality assigned in this table entry	NA	Table IIの比較行。物理量子ビット換算は本文では一般に「4000 logical qubits correspond to millions of physical qubits」と述べるに留まる。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / FeMoco・触媒構造エネルギー推定	[von Burg et al. 2020 Table II](https://arxiv.org/pdf/2007.14460#page=14)	FeMoco N=54	Qubitization HCD [Berry et al.]	0	3e3	NA	1.2e12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	incoherent truncation threshold 1 mHartree; no specific physical qubit modality assigned in this table entry	NA	Table IIの比較行。物理量子ビット換算は本文では一般に「4000 logical qubits correspond to millions of physical qubits」と述べるに留まる。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / FeMoco・触媒構造エネルギー推定	[von Burg et al. 2020 Table II](https://arxiv.org/pdf/2007.14460#page=14)	FeMoco N=54	Qubitization HDF / Toffoli gate time 10ms	0	3.6e3	NA	1.22e10	NA	NA	NA	NA	1.231e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	incoherent truncation threshold 1 mHartree; Toffoli gate time 10ms for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table IIの比較行。物理量子ビット換算は本文では一般に「4000 logical qubits correspond to millions of physical qubits」と述べるに留まる。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / FeMoco・触媒構造エネルギー推定	[von Burg et al. 2020 Table II](https://arxiv.org/pdf/2007.14460#page=14)	FeMoco N=54	Qubitization HDF / Toffoli gate time 10us	0	3.6e3	NA	1.22e10	NA	NA	NA	NA	1.22e5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	incoherent truncation threshold 1 mHartree; Toffoli gate time 10us for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table IIの比較行。物理量子ビット換算は本文では一般に「4000 logical qubits correspond to millions of physical qubits」と述べるに留まる。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / FeMoco・触媒構造エネルギー推定	[von Burg et al. 2020 Table II](https://arxiv.org/pdf/2007.14460#page=14)	FeMoco N=54	Trotterization H [Reiher 2016]	0	1.42e2	NA	1.5e14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	incoherent truncation threshold 1 mHartree; no specific physical qubit modality assigned in this table entry	NA	Table IIの比較行。物理量子ビット換算は本文では一般に「4000 logical qubits correspond to millions of physical qubits」と述べるに留まる。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / FeMoco・触媒構造エネルギー推定	[von Burg et al. 2020 Table II](https://arxiv.org/pdf/2007.14460#page=14)	VIII N=65	Qubitization HDF / Toffoli gate time 10ms	0	4.6e3	NA	4.6e10	NA	NA	NA	NA	4.607e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	incoherent truncation threshold 1 mHartree; Toffoli gate time 10ms for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table IIの比較行。物理量子ビット換算は本文では一般に「4000 logical qubits correspond to millions of physical qubits」と述べるに留まる。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / FeMoco・触媒構造エネルギー推定	[von Burg et al. 2020 Table II](https://arxiv.org/pdf/2007.14460#page=14)	VIII N=65	Qubitization HDF / Toffoli gate time 10us	0	4.6e3	NA	4.6e10	NA	NA	NA	NA	4.579e5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	incoherent truncation threshold 1 mHartree; Toffoli gate time 10us for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table IIの比較行。物理量子ビット換算は本文では一般に「4000 logical qubits correspond to millions of physical qubits」と述べるに留まる。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure I, 52 orbitals, 48 electrons	double-factorized qubitization / using fewer Toffolis / Toffoli gate time 10ms	0	6.9e3	NA	1.1e10	NA	NA	NA	NA	1.105e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10ms for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure I, 52 orbitals, 48 electrons	double-factorized qubitization / using fewer Toffolis / Toffoli gate time 10us	0	6.9e3	NA	1.1e10	NA	NA	NA	NA	1.102e5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10us for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure I, 52 orbitals, 48 electrons	double-factorized qubitization / using fewer qubits / Toffoli gate time 10ms	0	3.4e3	NA	1.3e10	NA	NA	NA	NA	1.294e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10ms for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure I, 52 orbitals, 48 electrons	double-factorized qubitization / using fewer qubits / Toffoli gate time 10us	0	3.4e3	NA	1.3e10	NA	NA	NA	NA	1.3e5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10us for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure II, 62 orbitals, 70 electrons	double-factorized qubitization / using fewer Toffolis / Toffoli gate time 10ms	0	8.4e3	NA	3.1e10	NA	NA	NA	NA	3.093e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10ms for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure II, 62 orbitals, 70 electrons	double-factorized qubitization / using fewer Toffolis / Toffoli gate time 10us	0	8.4e3	NA	3.1e10	NA	NA	NA	NA	3.11e5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10us for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure II, 62 orbitals, 70 electrons	double-factorized qubitization / using fewer qubits / Toffoli gate time 10ms	0	4.2e3	NA	3.6e10	NA	NA	NA	NA	3.598e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10ms for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure II, 62 orbitals, 70 electrons	double-factorized qubitization / using fewer qubits / Toffoli gate time 10us	0	4.2e3	NA	3.6e10	NA	NA	NA	NA	3.629e5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10us for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure II-III, 65 orbitals, 74 electrons	double-factorized qubitization / using fewer Toffolis / Toffoli gate time 10ms	0	8.9e3	NA	3.7e10	NA	NA	NA	NA	3.692e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10ms for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure II-III, 65 orbitals, 74 electrons	double-factorized qubitization / using fewer Toffolis / Toffoli gate time 10us	0	8.9e3	NA	3.7e10	NA	NA	NA	NA	3.715e5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10us for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure II-III, 65 orbitals, 74 electrons	double-factorized qubitization / using fewer qubits / Toffoli gate time 10ms	0	4.4e3	NA	4.5e10	NA	NA	NA	NA	4.513e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10ms for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure II-III, 65 orbitals, 74 electrons	double-factorized qubitization / using fewer qubits / Toffoli gate time 10us	0	4.4e3	NA	4.5e10	NA	NA	NA	NA	4.493e5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10us for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure IX, 62 orbitals, 68 electrons	double-factorized qubitization / using fewer Toffolis / Toffoli gate time 10ms	0	8.4e3	NA	3.1e10	NA	NA	NA	NA	3.093e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10ms for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure IX, 62 orbitals, 68 electrons	double-factorized qubitization / using fewer Toffolis / Toffoli gate time 10us	0	8.4e3	NA	3.1e10	NA	NA	NA	NA	3.11e5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10us for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure IX, 62 orbitals, 68 electrons	double-factorized qubitization / using fewer qubits / Toffoli gate time 10ms	0	4.2e3	NA	3.5e10	NA	NA	NA	NA	3.503e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10ms for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure IX, 62 orbitals, 68 electrons	double-factorized qubitization / using fewer qubits / Toffoli gate time 10us	0	4.2e3	NA	3.5e10	NA	NA	NA	NA	3.542e5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10us for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
2020-07-28	量子化学 / CO2固定ルテニウム触媒エネルギー推定	[von Burg et al. 2020 Table I](https://arxiv.org/pdf/2007.14460#page=13)	catalytic-cycle structure V, 60 orbitals, 68 electrons	double-factorized qubitization / using fewer Toffolis / Toffoli gate time 10ms	0	8.2e3	NA	2.9e10	NA	NA	NA	NA	2.903e8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	phase estimation error 1 mHartree; truncation threshold 1 mHartree; Toffoli gate time 10ms for runtime conversion; no specific physical qubit modality assigned in this table entry	Toffoli gate time: [Figure 5/Table I discussion assumes 10us per Toffoli and notes 10us-10ms architecture range](https://arxiv.org/pdf/2007.14460#page=13)	Table Iの論理見積もり。論文本文はToffoli gate time 10us-10msの幅を議論し、layout/Clifford overheadはToffoli gate timeに含める仮定。 状態準備: QPEのtrial stateはHF determinantを選ぶ仮定。DMRG由来CI展開でHF determinantのoverlapを評価し、対象Ru錯体では大きいため単一determinantで十分とする。小さい場合はmulti-determinant state preparationが必要と述べる。	NA	NA	NA	NA
